api,family,method,dtype,layout,args,numpy_status,numpy_shape,numpy_dtype,numpy_error,numpy_message,numpy_mutated,charex_status,charex_shape,charex_dtype,charex_error,charex_message,charex_mutated,same_outcome,values_match
strings,occurrence,endswith,T-na-nan,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True | shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,T-na-nan,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object=nan),writeable=True | shape=(1, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,occurrence,endswith,T-na-nan,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True | shape=(2,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",error,,,ValueError,"operands could not be broadcast together with shapes (3,) (2,) () () ",False,error,,,ValueError,shape mismatch: objects cannot be broadcast to a single shape,False,True,
char,property,str_len,S,python-scalar,bytes:b'abcabc',ok,(),int64,,,False,ok,(),int64,,,False,True,true
strings,property,str_len,S,python-scalar,bytes:b'abcabc',ok,(),int64,,,False,ok,(),int64,,,False,True,true
char,property,str_len,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",ok,(),int64,,,False,ok,(),int64,,,False,True,true
strings,property,str_len,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",ok,(),int64,,,False,ok,(),int64,,,False,True,true
char,property,str_len,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
char,property,str_len,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
char,property,str_len,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",int64,,,False,ok,"(0,)",int64,,,False,True,true
strings,property,str_len,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",int64,,,False,ok,"(0,)",int64,,,False,True,true
char,property,str_len,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True",ok,"(2, 1)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,S,broadcast-2d,"shape=(2, 1),strides=(8, 8),dtype=|S8,writeable=True",ok,"(2, 1)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,S,shape-mismatch-1d,"shape=(3,),strides=(8,),dtype=|S8,writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
char,property,str_len,U,python-scalar,str:'abcabc',ok,(),int64,,,False,ok,(),int64,,,False,True,true
strings,property,str_len,U,python-scalar,str:'abcabc',ok,(),int64,,,False,ok,(),int64,,,False,True,true
char,property,str_len,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True",ok,(),int64,,,False,ok,(),int64,,,False,True,true
strings,property,str_len,U,zero-dimensional,"shape=(),strides=(),dtype=<U8,writeable=True",ok,(),int64,,,False,ok,(),int64,,,False,True,true
char,property,str_len,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,U,contiguous-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=True",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
char,property,str_len,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,U,readonly-1d,"shape=(4,),strides=(32,),dtype=<U8,writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
char,property,str_len,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,U,positive-stride-1d,"shape=(3,),strides=(64,),dtype=<U8,writeable=True",ok,"(3,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,U,negative-stride-1d,"shape=(3,),strides=(-64,),dtype=<U8,writeable=True",ok,"(3,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,U,zero-stride-1d,"shape=(4,),strides=(0,),dtype=<U8,writeable=False",ok,"(4,)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",int64,,,False,ok,"(0,)",int64,,,False,True,true
strings,property,str_len,U,empty-stride-1d,"shape=(0,),strides=(32,),dtype=<U8,writeable=True",ok,"(0,)",int64,,,False,ok,"(0,)",int64,,,False,True,true
char,property,str_len,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,U,contiguous-2d,"shape=(2, 3),strides=(96, 32),dtype=<U8,writeable=True",ok,"(2, 3)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True",ok,"(2, 1)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,U,broadcast-2d,"shape=(2, 1),strides=(32, 32),dtype=<U8,writeable=True",ok,"(2, 1)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,str_len,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,U,shape-mismatch-1d,"shape=(3,),strides=(32,),dtype=<U8,writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,T,zero-dimensional,"shape=(),strides=(),dtype=StringDType(),writeable=True",ok,(),int64,,,False,ok,(),int64,,,False,True,true
strings,property,str_len,T,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,T,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(),writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,T,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(),writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,T,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(),writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,T,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(),writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,T,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(0,)",int64,,,False,ok,"(0,)",int64,,,False,True,true
strings,property,str_len,T,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(),writeable=True",ok,"(2, 3)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,T,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(),writeable=True",ok,"(2, 1)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,T,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(),writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,T-na-string,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object='MISSING'),writeable=True",ok,(),int64,,,False,ok,(),int64,,,False,True,true
strings,property,str_len,T-na-string,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,T-na-string,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,T-na-string,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,T-na-string,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,T-na-string,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object='MISSING'),writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,T-na-string,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(0,)",int64,,,False,ok,"(0,)",int64,,,False,True,true
strings,property,str_len,T-na-string,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 3)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,T-na-string,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(2, 1)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,T-na-string,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object='MISSING'),writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,T-na-nan,zero-dimensional,"shape=(),strides=(),dtype=StringDType(na_object=nan),writeable=True",ok,(),int64,,,False,ok,(),int64,,,False,True,true
strings,property,str_len,T-na-nan,contiguous-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",error,,,ValueError,The length of a null string is undefined,False,error,,,ValueError,The length of a null string is undefined,False,True,
strings,property,str_len,T-na-nan,readonly-1d,"shape=(4,),strides=(16,),dtype=StringDType(na_object=nan),writeable=False",error,,,ValueError,The length of a null string is undefined,False,error,,,ValueError,The length of a null string is undefined,False,True,
strings,property,str_len,T-na-nan,positive-stride-1d,"shape=(3,),strides=(32,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
strings,property,str_len,T-na-nan,negative-stride-1d,"shape=(3,),strides=(-32,),dtype=StringDType(na_object=nan),writeable=True",error,,,ValueError,The length of a null string is undefined,False,error,,,ValueError,The length of a null string is undefined,False,True,
strings,property,str_len,T-na-nan,zero-stride-1d,"shape=(4,),strides=(0,),dtype=StringDType(na_object=nan),writeable=False",ok,"(4,)",int64,,,False,ok,"(4,)",int64,,,False,True,true
strings,property,str_len,T-na-nan,empty-stride-1d,"shape=(0,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(0,)",int64,,,False,ok,"(0,)",int64,,,False,True,true
strings,property,str_len,T-na-nan,contiguous-2d,"shape=(2, 3),strides=(48, 16),dtype=StringDType(na_object=nan),writeable=True",error,,,ValueError,The length of a null string is undefined,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,T-na-nan,broadcast-2d,"shape=(2, 1),strides=(16, 16),dtype=StringDType(na_object=nan),writeable=True",ok,"(2, 1)",int64,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,str_len,T-na-nan,shape-mismatch-1d,"shape=(3,),strides=(16,),dtype=StringDType(na_object=nan),writeable=True",ok,"(3,)",int64,,,False,ok,"(3,)",int64,,,False,True,true
char,property,isalpha,S,python-scalar,bytes:b'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isalpha,S,python-scalar,bytes:b'abcabc',ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,isalpha,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
strings,property,isalpha,S,zero-dimensional,"shape=(),strides=(),dtype=|S8,writeable=True",ok,(),bool,,,False,ok,(),bool,,,False,True,true
char,property,isalpha,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isalpha,S,contiguous-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=True",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,isalpha,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
strings,property,isalpha,S,readonly-1d,"shape=(4,),strides=(8,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,ok,"(4,)",bool,,,False,True,true
char,property,isalpha,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isalpha,S,positive-stride-1d,"shape=(3,),strides=(16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isalpha,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isalpha,S,negative-stride-1d,"shape=(3,),strides=(-16,),dtype=|S8,writeable=True",ok,"(3,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isalpha,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isalpha,S,zero-stride-1d,"shape=(4,),strides=(0,),dtype=|S8,writeable=False",ok,"(4,)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
char,property,isalpha,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
strings,property,isalpha,S,empty-stride-1d,"shape=(0,),strides=(8,),dtype=|S8,writeable=True",ok,"(0,)",bool,,,False,ok,"(0,)",bool,,,False,True,true
char,property,isalpha,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
strings,property,isalpha,S,contiguous-2d,"shape=(2, 3),strides=(24, 8),dtype=|S8,writeable=True",ok,"(2, 3)",bool,,,False,error,,,TypingError,Failed in nopython mode pipeline (step: nopython frontend),False,False,
